Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,NodeType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: index
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,NodeReport,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AbstractYarnScheduler,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ResourceScheduler
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AbstractYarnScheduler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestQueueMappings,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacitySchedulerQueueACLs,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestReservationQueue,Feature Envy,The tool detected a instance of this smell because setup is more interested in members of the type: CapacitySchedulerContext
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOG; handler; spyHook; recordFactory
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils.SpyHook,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils.SpyHook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacitySchedulerNodeLabelUpdate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,Feature Envy,The tool detected a instance of this smell because testAMResourceLimit is more interested in members of the type: LeafQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,Feature Envy,The tool detected a instance of this smell because testActiveApplicationLimits is more interested in members of the type: LeafQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,Feature Envy,The tool detected a instance of this smell because testActiveLimitsWithKilledApps is more interested in members of the type: LeafQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestParentQueue,Feature Envy,The tool detected a instance of this smell because setUp is more interested in members of the type: CapacitySchedulerContext
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestChildQueueOrder,Feature Envy,The tool detected a instance of this smell because setUp is more interested in members of the type: CapacitySchedulerContext
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestLeafQueue,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacityScheduler,Feature Envy,The tool detected a instance of this smell because registerNode is more interested in members of the type: ResourceManager
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacityScheduler,Feature Envy,The tool detected a instance of this smell because nodeUpdate is more interested in members of the type: ResourceManager
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacityScheduler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 45 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestContainerAllocation.TestRMSecretManagerService,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestContainerAllocation.TestRMSecretManagerService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOG; CS_CONFIGURATION_FILE; PREFIX; DOT; MAXIMUM_APPLICATIONS_SUFFIX; MAXIMUM_SYSTEM_APPLICATIONS; MAXIMUM_AM_RESOURCE_SUFFIX; MAXIMUM_APPLICATION_MASTERS_RESOURCE_PERCENT; QUEUES; CAPACITY; MAXIMUM_CAPACITY; USER_LIMIT; USER_LIMIT_FACTOR; STATE; ACCESSIBLE_NODE_LABELS; DEFAULT_NODE_LABEL_EXPRESSION; RESERVE_CONT_LOOK_ALL_NODES; DEFAULT_RESERVE_CONT_LOOK_ALL_NODES; MAXIMUM_ALLOCATION_MB; MAXIMUM_ALLOCATION_VCORES; DEFAULT_MAXIMUM_SYSTEM_APPLICATIIONS; DEFAULT_MAXIMUM_APPLICATIONMASTERS_RESOURCE_PERCENT; UNDEFINED; MINIMUM_CAPACITY_VALUE; MAXIMUM_CAPACITY_VALUE; DEFAULT_MAXIMUM_CAPACITY_VALUE; DEFAULT_USER_LIMIT; DEFAULT_USER_LIMIT_FACTOR; ALL_ACL; NONE_ACL; ENABLE_USER_METRICS; DEFAULT_ENABLE_USER_METRICS; RESOURCE_CALCULATOR_CLASS; DEFAULT_RESOURCE_CALCULATOR_CLASS; ROOT; NODE_LOCALITY_DELAY; DEFAULT_NODE_LOCALITY_DELAY; SCHEDULE_ASYNCHRONOUSLY_PREFIX; SCHEDULE_ASYNCHRONOUSLY_ENABLE; DEFAULT_SCHEDULE_ASYNCHRONOUSLY_ENABLE; QUEUE_MAPPING; ENABLE_QUEUE_MAPPING_OVERRIDE; DEFAULT_ENABLE_QUEUE_MAPPING_OVERRIDE; QUEUE_PREEMPTION_DISABLED; type; type; source; queue; AVERAGE_CAPACITY; IS_RESERVABLE; RESERVATION_WINDOW; INSTANTANEOUS_MAX_CAPACITY; RESERVATION_ADMISSION_POLICY; RESERVATION_AGENT_NAME; RESERVATION_SHOW_RESERVATION_AS_QUEUE; RESERVATION_PLANNER_NAME; RESERVATION_MOVE_ON_EXPIRY; RESERVATION_ENFORCEMENT_WINDOW
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 61 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration.QueueMapping,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; type; source; queue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration.QueueMapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration.MappingType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration.MappingType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Feature Envy,The tool detected a instance of this smell because updateSchedulerHealth is more interested in members of the type: SchedulerHealth
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOG; authorizer; root; THREAD_JOIN_TIMEOUT_MS; queueComparator; applicationComparator; conf; yarnConf; queues; numNodeManagers; calculator; usePortForNodeName; scheduleAsynchronously; asyncSchedulerThread; labelManager; schedulerHealth; lastNodeUpdateTime; asyncScheduleInterval; ASYNC_SCHEDULER_INTERVAL; DEFAULT_ASYNC_SCHEDULER_INTERVAL; overrideWithQueueMappings; mappings; groups; random; cs; runSchedules; ROOT_QUEUE; noop; CURRENT_USER_MAPPING; PRIMARY_GROUP_MAPPING
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ReservationQueue; PlanQueue in method addQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ReservationQueue; PlanQueue in method addQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 42 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: TestRM; TestApplicationMasterService; TestClientRMService; TestRMAdminService; TestProportionalCapacityPreemptionPolicy; ProportionalCapacityPreemptionPolicy; TestRMWebApp; TestRMWebServicesCapacitySched; CapacitySchedulerPage; CapacitySchedulerPage.QueuesBlock; CapacitySchedulerPage.HealthBlock; RMWebServices; TestSchedulerHealth; TestQueueMappings; TestUtils; TestUtils.SpyHook; TestCapacitySchedulerNodeLabelUpdate; TestApplicationLimits; TestParentQueue; TestChildQueueOrder; TestCapacitySchedulerDynamicBehavior; TestLeafQueue; TestCapacityScheduler; TestReservations; TestContainerAllocation; TestQueueParsing; CapacityScheduler.AsyncScheduleThread; TestCapacityReservationSystem; ReservationSystemTestUtil; TestCapacitySchedulerPlanFollower; TestGreedyReservationAgent; CapacityReservationSystem; CapacitySchedulerPlanFollower; TestAMRestart; CapacitySchedulerInfo; CapacitySchedulerHealthInfo; TestYarnClient; TestNetworkedJob. Outgoing dependencies: YarnAuthorizationProvider; CSQueue; CapacitySchedulerConfiguration; Configuration; ResourceCalculator; RMNodeLabelsManager; SchedulerHealth; Groups; FiCaSchedulerApp; RMContext; AbstractCSQueue; CapacitySchedulerContext; ParentQueue; PlanQueue; LeafQueue; ApplicationId; RMApp; SchedulerApplication; ApplicationAttemptId; RMAppState; RMAppAttemptState; UserGroupInformation; RMNode; Resource; FiCaSchedulerNode; ContainerId; RMContainer; ResourceOption; NodeId; CSAssignment; Container; SchedulerEvent; NodeAddedSchedulerEvent; NodeRemovedSchedulerEvent; NodeResourceUpdateSchedulerEvent; NodeLabelsUpdateSchedulerEvent; NodeUpdateSchedulerEvent; AppAddedSchedulerEvent; AppRemovedSchedulerEvent; AppAttemptAddedSchedulerEvent; AppAttemptRemovedSchedulerEvent; ContainerExpiredSchedulerEvent; ContainerStatus; RMContainerEventType; QueueACL; ReservationId; ReservationQueue; Queue; QueueEntitlement; YarnConfiguration; RMAppEventType; RMAppAttemptEventType; RMContainerState; SchedulerUtils; ContainerState; ContainerExitStatus; NodeType; ReservationConstants; CSQueueUtils; Resources; Time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler.AsyncScheduleThread,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: cs; runSchedules
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler.AsyncScheduleThread,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler.QueueHook,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler.QueueHook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,ParentQueue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCSQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,ParentQueue,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,UserInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityHeadroomProvider,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CSQueueUtils; CSQueue; FiCaSchedulerApp; CapacityHeadroomProvider; LeafQueue; CSAssignment
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,QueueCapacities,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,QueueCapacities.CapacityType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: idx
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,QueueCapacities.CapacityType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,QueueCapacities.Capacities,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: capacitiesArr
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,QueueCapacities.Capacities,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,LeafQueue,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 45 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,LeafQueue.User,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: userResourceUsage; userResourceLimit; pendingApplications; activeApplications
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,LeafQueue.User,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,LeafQueue.QueueResourceLimitsInfo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: queueCurrentLimit; clusterResource
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,LeafQueue.QueueResourceLimitsInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CSQueue,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,AbstractCSQueue,Feature Envy,The tool detected a instance of this smell because setMaxCapacity is more interested in members of the type: QueueCapacities
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,AbstractCSQueue,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestSchedulingPolicy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FakeSchedulable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FakeSchedulable,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FairSchedulerTestBase
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 90 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestContinuousScheduling,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TEST_DIR; ALLOC_FILE; time; allocConf
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService.MockClock,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService.MockClock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService.ReloadListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: allocConf
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService.ReloadListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService.ReloadListener,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: allocConf
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerPreemption,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ALLOC_FILE; clock; lastPreemptMemory
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerPreemption.StubbedFairScheduler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: lastPreemptMemory
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerPreemption.StubbedFairScheduler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerPreemption.StubbedFairScheduler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: lastPreemptMemory
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerQueueACLs,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,Feature Envy,The tool detected a instance of this smell because removeApp is more interested in members of the type: MaxRunningAppsEnforcer
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSLeafQueue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FairSchedulerTestBase
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FairSchedulerTestBase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: time; TEST_DIR; recordFactory; APP_ID; ATTEMPT_ID; conf; scheduler; resourceManager
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FairSchedulerTestBase.MockClock,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FairSchedulerTestBase.MockClock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSAppAttempt,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FairSchedulerTestBase
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSAppAttempt.MockClock,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSAppAttempt.MockClock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FairSchedulerTestBase
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,AllocationConfiguration,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FairScheduler; QueueManager; FSParentQueue; FSQueue; SchedulingPolicy; FairSharePolicy; ComputeFairShares; Schedulable; FSSchedulerNode; FSAppAttempt; FSLeafQueue; FifoPolicy; DominantResourceFairnessPolicy; AllocationConfiguration; WeightAdjuster; MaxRunningAppsEnforcer; AllocationFileLoaderService
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,AllocationConfiguration,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOG; scheduler; usersNumRunnableApps; usersNonRunnableApps; appLists; curPositionsInAppLists; appListsByCurStartTime; index; time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.MultiListStartTimeIterator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: appLists; curPositionsInAppLists; appListsByCurStartTime; index; time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.MultiListStartTimeIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.MultiListStartTimeIterator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: appLists; curPositionsInAppLists; appListsByCurStartTime; index; time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.MultiListStartTimeIterator,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: appLists; curPositionsInAppLists; appListsByCurStartTime; index; time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.IndexAndTime,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: index; time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.IndexAndTime,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,MaxRunningAppsEnforcer.IndexAndTime,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: index; time
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueueManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOG; ROOT_QUEUE; scheduler; leafQueues; queues; rootQueue
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSAppAttempt,Feature Envy,The tool detected a instance of this smell because clearPreemptedResources is more interested in members of the type: Resource
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSAppAttempt,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 34 public methods
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSAppAttempt.RMContainerComparator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSAppAttempt.RMContainerComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: create; LOG; nestedRule; defaultQueueName
