Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestQueueParsing,testQueueParsingWithLabels,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestQueueParsing,testQueueParsingWithLabelsInherit,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestQueueParsing,testQueueParsingWithUnusedLabels,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestQueueParsing,testQueueParsingShouldTrimSpaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestQueueParsing,testNestedQueueParsingShouldTrimSpaces,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testEqualSharing,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testLowMaxShares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testMinShares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testWeightedSharing,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testWeightedSharingWithMaxShares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testWeightedSharingWithMinShares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testLargeShares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testEmptyList,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestComputeFairShares,testCPU,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testNonMinZeroResourcesSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testMinZeroResourcesSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testAggregateCapacityTracking,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testSimpleFairShareCalculation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareWithMaxResources,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareWithZeroWeight,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareWithZeroWeightNoneZeroMinRes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareWithNoneZeroWeightNoneZeroMinRes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testQueueInfo,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testSimpleHierarchicalFairShareCalculation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testHierarchicalQueuesSimilarParents,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testSchedulerRootQueueMetrics,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testUserAsDefaultQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testNotUserAsDefaultQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testEmptyQueueName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testQueueuNameWithPeriods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testAssignToQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testAssignToNonLeafQueueReturnsNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testQueuePlacementWithPolicy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareWithMinAlloc,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareWithMinAlloc,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareAndWeightsInNestedUserQueueRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testFairShareAndWeightsInNestedUserQueueRule,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testSteadyFairShareWithReloadAndNodeAddRemove,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testSteadyFairShareWithQueueCreatedRuntime,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testQueueDemandCalculation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testAppAdditionAndRemoval,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testHierarchicalQueueAllocationFileParsing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testConfigureRootQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testPreemptionIsNotDelayedToNextRound,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testPreemptionDecisionWithVariousTimeout,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 35
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testBackwardsCompatiblePreemptionConfiguration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testPreemptionVariablesForQueueCreatedRuntime,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testAclSubmitApplication,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testNotAllowSubmitApplication,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testRemoveNodeUpdatesRootQueueMetrics,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testStrictLocality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testCancelStrictLocality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testReservationsStrictLocality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testNoMoreCpuOnNode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testBasicDRFAssignment,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testBasicDRFWithQueues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testDRFHierarchicalQueues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testUserAndQueueMaxRunningApps,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testQueueMaxAMShare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 31
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testQueueMaxAMShareDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testContinuousSchedulingWithNodeRemoved,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testContinuousSchedulingWithNodeRemoved,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testDontAllowUndeclaredPools,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testDefaultRuleInitializesProperlyWhenPolicyNotConfigured,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testBlacklistNodes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testGetAppsInQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testAddAndRemoveAppFromFairScheduler,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testMoveRunnableApp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testMoveNonRunnableApp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testMoveMakesAppRunnable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,testThreadLifeCycle,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testSpecifiedUserPolicy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testNoCreate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testSpecifiedThenReject,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testTerminals,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testNestedUserQueueParsingErrors,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testNestedUserQueuePrimaryGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testNestedUserQueuePrimaryGroupNoCreate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testNestedUserQueueSecondaryGroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testNestedUserQueueSpecificRule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueuePlacementPolicy,testUserContainsPeriod,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,testGetAllocationFileFromClasspath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,testAllocationFileParsing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 65
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,testBackwardsCompatibleAllocationFileParsing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 41
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,testSimplePlacementPolicyFromConf,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,testReservableQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerPreemption,testPreemptionWithFreeResources,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,testRemoveDoesNotEnableAnyApp,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,testRemoveEnablesAppOnCousinQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,testRemoveEnablesOneByQueueOneByUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,testRemoveEnablingOrderedByStartTime,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,testMultipleAppsWaitingOnCousinQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,testMultiListStartTimeIteratorEmptyAppLists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSLeafQueue,testConcurrentAccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSAppAttempt,testDelayScheduling,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSAppAttempt,testDelaySchedulingForContinuousScheduling,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSAppAttempt,testHeadroom,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueueManager,testReloadTurnsLeafQueueIntoParent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestQueueManager,testReloadTurnsLeafToParentWithNoLeaf,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareNoAppsRunning,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareNoAppsRunning,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareOneAppRunning,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareMultipleActiveQueuesUnderDifferentParent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareResetsToZeroWhenAppsComplete,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareWithDRFMultipleActiveQueuesUnderDifferentParent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerFairShare,testFairShareWithDRFMultipleActiveQueuesUnderDifferentParent,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairSchedulerConfiguration,testParseResourceConfigValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,TestDominantResourceFairnessPolicy,testBothAreNeedy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,TestDominantResourceFairnessPolicy,testEvenWeightsSameDominantResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,TestDominantResourceFairnessPolicy,testEvenWeightsDifferentDominantResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,TestDominantResourceFairnessPolicy,testUnevenWeightsSameDominantResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,TestDominantResourceFairnessPolicy,testUnevenWeightsDifferentDominantResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,TestDominantResourceFairnessPolicy,testCalculateShares,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fifo,TestFifoScheduler,testBlackListNodes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fifo,TestFifoScheduler,testGetAppsInQueue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fifo,TestFifoScheduler,testAddAndRemoveAppFromFiFoScheduler,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestCapacityReservationSystem,testInitialize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestCapacityReservationSystem,testInitialize,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestCapacityReservationSystem,testReinitialize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestCapacityReservationSystem,testReinitialize,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestCapacityOverTimePolicy,testInstFailBySum,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestCapacityOverTimePolicy,testFailAvgBySum,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestRLESparseResourceAllocation,testBlocks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestRLESparseResourceAllocation,testSteps,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestRLESparseResourceAllocation,testSkyline,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestRLESparseResourceAllocation,testZeroAlloaction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestReservationInputValidator,testSubmitReservationNormal,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.resourcemanager.reservation,TestReservationInputValidator,testSubmitReservationNormal,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
