Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithChildTokens,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithDuplicateChildren,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithDuplicateChildrenTokenExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithChildTokensOneExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithMyOwnAndChildTokens,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithMyOwnExistsAndChildTokens,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestFileSystemTokens,testFsWithNestedDuplicatesChildren,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testDefaultFsUris,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testDefaultFsUris,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testCacheEnabledWithInitializeForeverFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testCacheForUgi,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testFsUniqueness,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testCloseAllForUGI,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testDelete,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFileSystemCaching,testCancelDeleteOnExit,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestCommandFormat,testNoArgs,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testOneArg,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testTwoArgs,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testOneOpt,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testTwoOpts,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testOptArg,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testArgOpt,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testOptStopOptArg,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testOptDashArg,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestCommandFormat,testOldArgsWithIndex,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.fs,TestVolumeId,testEquality,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestVolumeId,testIdEmptyBytes,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestVolumeId,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,testMultiGlob,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
hadoop,org.apache.hadoop.fs,TestGlobPaths,testPathFilter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,testPathFilterWithFixedLastComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestLiteral,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestEscape,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestAny,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestClosure1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestClosure2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestClosure3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestClosure4,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestClosure5,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestSet,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestSetExcl,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestCombination,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestCurlyBracket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 31
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestCurlyBracket,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestGlobPaths,pTestJavaRegexSpecialChars,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksOnFS,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksOnFC,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksToSymlinksOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksToSymlinksOnFS,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksToSymlinksOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobWithSymlinksToSymlinksOnFC,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobSymlinksWithCustomPathFilterOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobSymlinksWithCustomPathFilterOnFS,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobSymlinksWithCustomPathFilterOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobSymlinksWithCustomPathFilterOnFC,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobFillsInSchemeOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobFillsInSchemeOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testRelativePathOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testRelativePathOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobAccessDeniedOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobAccessDeniedOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testReservedHdfsPathsOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testReservedHdfsPathsOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobRootOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testGlobRootOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testNonTerminalGlobsOnFS,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestGlobPaths,testNonTerminalGlobsOnFC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestUnbuffer,testUnbufferClosesSockets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testZeroCopyReads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testZeroCopyReads,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testShortZeroCopyReads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testShortZeroCopyReads,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testZeroCopyReadsNoFallback,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testZeroCopyReadsNoFallback,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testZeroCopyMmapCache,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testZeroCopyMmapCache,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testHdfsFallbackReads,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testHdfsFallbackReads,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testFallbackRead,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testFallbackRead,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testIndirectFallbackReads,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,testClientMmapDisable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestEnhancedByteBufferAccess,test2GBMmapLimit,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testMkdirWithExistingDirClear,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testMkdirWithExistingDirOpen,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testMkdirWithExistingDirMiddle,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testMkdirRecursiveWithNonExistingDirClear,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testMkdirRecursiveWithNonExistingDirOpen,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testMkdirRecursiveWithNonExistingDirMiddle,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testCreateRecursiveWithExistingDirClear,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testCreateRecursiveWithExistingDirOpen,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testCreateRecursiveWithExistingDirMiddle,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testCreateRecursiveWithNonExistingDirClear,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testCreateRecursiveWithNonExistingDirOpen,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFcHdfsSetUMask,testCreateRecursiveWithNonExistingDirMiddle,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestHdfsNativeCodeLoader,testNativeCodeLoaded,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testFcResolveAfs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testFcResolveAfs,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testFcDelegationToken,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testLinkTargetNonSymlink,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testLinkTargetNonSymlink,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testLinkTargetNonExistent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestResolveHdfsSymlink,testLinkTargetNonExistent,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs,TestHDFSFileContextMainOperations,testTruncate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestHDFSFileContextMainOperations,testOldRenameWithQuota,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestHDFSFileContextMainOperations,testRenameWithQuota,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestHDFSFileContextMainOperations,testRenameRoot,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestHDFSFileContextMainOperations,testEditsLogOldRename,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestHDFSFileContextMainOperations,testEditsLogRename,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestUrlStreamHandler,testDfsUrls,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestUrlStreamHandler,testFileUrls,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestUrlStreamHandler,testFileUrls,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
hadoop,org.apache.hadoop.fs,TestXAttr,testXAttrEquals,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
hadoop,org.apache.hadoop.fs,TestXAttr,testXAttrHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.fs,TestUrlStreamHandlerFactory,testConcurrency,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFiRename,testFailureNonExistentDst,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFiRename,testFailuresExistingDst,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs,TestFiRename,testDeletionOfDstFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs,TestFiRename,testDeletionOfDstDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs,TestFiListPath,testTargetDeletionForListStatus,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs,TestFiListPath,testTargetDeletionForListStatus,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs.contract,AbstractContractAppendTest,testAppendToEmptyFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs.contract,AbstractContractAppendTest,testAppendToExistingFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs.contract,AbstractContractAppendTest,testRenameFileBeingAppended,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs.contract,AbstractContractOpenTest,testOpenReadZeroByteFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractOpenTest,testOpenFileTwice,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractOpenTest,testSequentialRead,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameNewFileSameDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameNonexistentFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameNonexistentFile,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameNonexistentFile,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameFileOverExistingFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameFileOverExistingFile,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameDirIntoExistingDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameFileNonexistentDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameFileNonexistentDir,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameFileNonexistentDir,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameWithNonEmptySubDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.fs.contract,AbstractContractRenameTest,testRenameWithNonEmptySubDir,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs.contract,AbstractContractCreateTest,testCreateNewFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs.contract,AbstractContractCreateTest,testOverwriteExistingFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.fs.contract,AbstractContractCreateTest,testOverwriteEmptyDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractCreateTest,testOverwriteNonEmptyDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractCreateTest,testOverwriteNonEmptyDirectory,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
hadoop,org.apache.hadoop.fs.contract,AbstractContractCreateTest,testCreatedFileIsImmediatelyVisible,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs.contract,AbstractContractDeleteTest,testDeleteNonexistentPathRecursive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractDeleteTest,testDeleteNonexistentPathNonRecursive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractDeleteTest,testDeleteNonEmptyDirNonRecursive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractDeleteTest,testDeleteNonEmptyDirRecursive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractDeleteTest,testDeleteDeepEmptyDir,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractDeleteTest,testDeleteSingleFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekZeroByteFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testBlockReadZeroByteFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekReadClosedFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekReadClosedFile,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testNegativeSeek,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekAndReadPastEndOfFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekPastEndOfFileThenReseekAndRead,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.fs.contract,AbstractContractSeekTest,testSeekPastEndOfFileThenReseekAndRead,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
