Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
hadoop,org.apache.hadoop.yarn,TestRpcFactoryProvider,testFactoryProvider,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn,TestRPC,testUnknownCall,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn,TestRPC,testUnknownCall,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn,TestRPC,testHadoopProtoRPC,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn,TestRecordFactory,testPbRecordFactory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn,TestRecordFactory,testPbRecordFactory,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn,TestContainerLaunchRPC,testHadoopProtoRPCTimeout,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server,TestDiskFailures,testLocalDirsFailures,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server,TestDiskFailures,testLogDirsFailures,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server,TestDiskFailures,testDirFailuresOnStartup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.webproxy,TestProxyUriUtils,testGetPathApplicationId,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.webproxy,TestProxyUriUtils,testGetPathApplicationIdString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.webproxy,TestProxyUriUtils,testGetPathAndQuery,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.webproxy,TestWebAppProxyServer,testStart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.webproxy,TestWebAppProxyServer,testStart,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNMAuditLogger,testKeyValLogFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNMAuditLogger,testNMAuditLoggerWithoutIP,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNMAuditLogger,testNMAuditLoggerWithIP,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestEventFlow,testSuccessfulContainerLaunch,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestDefaultContainerExecutor,testDirPermissions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestRPCFactories,test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutor,testContainerLaunch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutor,testContainerKill,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutor,testLocalUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutor,testNonsecureUsernamePattern,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutor,testNonsecureUsernamePattern,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestDirectoryCollection,testCreateDirectories,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeManagerResync,testKillContainersOnResync,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestDeletionService,testRelativeDelete,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeManagerShutdown,testKillContainersOnShutdown,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeManagerShutdown,testKillContainersOnShutdown,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestRecordFactory,testPbRecordFactory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestRecordFactory,testPbRecordFactory,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNMRegistration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNMRegistration,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNMRegistration,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testStopReentrant,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNodeDecommision,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNMShutdownForRegistrationFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNoRegistrationWhenNMServicesFail,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testNoRegistrationWhenNMServicesFail,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeStatusUpdater,testApplicationKeepAlive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLocalDirsHandlerService,testValidPathsDirHandlerService,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutorWithMocks,testContainerLaunch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestLinuxContainerExecutorWithMocks,testContainerLaunchError,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeHealthService,testNodeHealthScriptShouldRun,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager,TestNodeHealthService,testNodeHealthScript,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.nodemanager.util,TestCgroupsLCEResourcesHandler,testDeleteCgroup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServer,testNMWebAppWithOutPort,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServer,testNMWebAppWithEphemeralPort,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServer,testNMWebApp,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeApps,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsSlash,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsDefault,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsUserNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsUserEmpty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsUserEmpty,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsState,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateInvalid,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateInvalidDefault,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateInvalidDefault,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateInvalidXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsStateInvalidXML,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleApps,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleAppsDefault,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleAppsInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleAppsInvalid,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleAppsMissing,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleAppsMissing,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeAppsXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesApps,testNodeSingleAppsXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeContainersNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeContainers,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeContainersSlash,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeContainersDefault,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeSingleContainers,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeSingleContainersSlash,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeSingleContainersDefault,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testSingleContainerInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testSingleContainerInvalid,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testSingleContainerInvalid2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testSingleContainerInvalid2,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testSingleContainerWrong,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testSingleContainerWrong,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeSingleContainerXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServicesContainers,testNodeContainerXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testInvalidUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testInvalidUri,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testInvalidAccept,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testInvalidAccept,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testInvalidUri2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testInvalidUri2,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testSingleNodesXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.webapp,TestNMWebServices,testContainerLogs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.api.protocolrecords.impl.pb,TestPBLocalizerRPC,testLocalizerRPC,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testLogDeletion,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testDelayedDelete,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testStop,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.loghandler,TestNonAggregatingLogHandler,testHandlingApplicationFinishedEvent,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testDelayedKill,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testImmediateKill,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.launcher,TestContainerLaunch,testCallFailureWithNullLocalizedResources,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testProcessTreeLimits,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,TestContainersMonitor,testContainerKillOnMemoryOverflow,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerManagerInitialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerManagerInitialization,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerManagerInitialization,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerSetup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndStop,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndExitSuccess,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndExitFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchFromPreviousRM,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchFromPreviousRM,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testMultipleContainersLaunch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testMultipleContainersStopAndGetStatus,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testStartContainerFailureWithUnknownAuxService,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxEventDispatch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServices,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServices,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServicesMeta,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServicesMeta,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxUnexpectedStop,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testValidAuxServiceName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testValidAuxServiceName,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testLocalizationRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testLocalizationLaunch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testExternalKill,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testCleanupOnFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testCleanupOnSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testInitWhileDone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testLocalizationFailureAtDone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testCleanupOnKillRequest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testKillOnLocalizationFailed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testKillOnLocalizedWhenContainerNotLaunched,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testKillOnLocalizedWhenContainerLaunched,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testResourceLocalizedOnLocalizationFailed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testResourceFailedOnLocalizationFailed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container,TestContainer,testResourceFailedOnKilling,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
