Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
hadoop,org.apache.hadoop.yarn.applications.distributedshell,TestDistributedShell,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.applications.distributedshell,Client,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
hadoop,org.apache.hadoop.yarn.applications.distributedshell,ApplicationMaster,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.applications.unmanagedamlauncher,TestUnmanagedAMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.applications.unmanagedamlauncher,UnmanagedAMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.util,TestFSDownload,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.util,TestCompositeService.CompositeServiceAddingAChild,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestCompositeService.CompositeServiceImpl,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestCompositeService.ServiceManager,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree.ProcessStatInfo,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestRackResolver,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: resolvedHost1 (45)
hadoop,org.apache.hadoop.yarn.util,TestRackResolver.MyResolver,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestRackResolver.MyResolver,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: resolvedHost1 (45)
hadoop,org.apache.hadoop.yarn.util,TestResourceCalculatorProcessTree.EmptyProcessTree,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,ConverterUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.util,FSDownload,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.api.records,ResourceRequest.ResourceRequestComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.api,ApplicationClientProtocol,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockNM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMRestart,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 44
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMRestart.TestSecurityMockRM,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,Application,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 29
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockRMWithCustomAMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestResourceManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationACLs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationCleanup,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestResourceTrackerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 22
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockRM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 45
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAMAuthorization,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAMAuthorization.MyContainerManager,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAMAuthorization.MockRMWithAMS,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationMasterLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMNodeTransitions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.server.resourcemanager,NodeManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestClientRMService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 49
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockAM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestFifoScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
hadoop,org.apache.hadoop.yarn.server.resourcemanager,QueueACLsTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMAuditLogger,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAppManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestClientRMTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 22
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestClientRMTokens.YarnBadRPC,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMAuditLogger.AuditConstants,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceTrackerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35
hadoop,org.apache.hadoop.yarn.server.resourcemanager,AdminService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 42
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ClientRMService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 63
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMServerUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ApplicationMasterService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 40
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ApplicationMasterService.AllocateResponseLock,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,EmbeddedElectorService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 37
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.SchedulerEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.RMFatalEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.ApplicationEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.RMContainerPreemptEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.ApplicationAttemptEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.NodeEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMAppManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 24
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMSecretManagerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMContextImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity,TestProportionalCapacityPreemptionPolicy,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity,ProportionalCapacityPreemptionPolicy,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestAMRMTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestRMDelegationTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestDelegationTokenRenewer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestDelegationTokenRenewer.Renewer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestClientToAMTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,RMContainerTokenSecretManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,DelegationTokenRenewer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp,TestRMAppTransitions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 31
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp,MockRMApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp,RMAppImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 32
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,TestRMAppAttemptTransitions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 41
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,RMAppAttemptImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,TestZKRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStoreTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,TestFSRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,FileSystemRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,MemoryRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,ZKRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 24
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore.ApplicationAttemptState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore.ApplicationState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore.RMDTSecretManagerState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore.RMState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.applicationmasterservice,TestApplicationMasterService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesFairScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesCapacitySched,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesApps,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesNodes,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,CapacitySchedulerPage.QueueBlock,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RMWebServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 30
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RMWebApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,AppBlock,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RmController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestSchedulerUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 33
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,YarnScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerApplicationAttempt,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: spyHook (106)
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 22
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestParentQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestChildQueueOrder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestLeafQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacityScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 30
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacitySchedulerConfiguration,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CapacityScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 43
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,ParentQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,LeafQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 33
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,CSQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFairScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 46
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestAllocationFileLoaderService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestMaxRunningAppsEnforcer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,TestFSLeafQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,AllocationConfiguration,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSParentQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueueManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule.User,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule.PrimaryGroup,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule.SecondaryGroupExistingQueue,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule.Specified,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule.Default,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,QueuePlacementRule.Reject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSSchedulerNode,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,AllocationFileLoaderService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,AppSchedulable,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSSchedulerApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FairScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 52
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSLeafQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair,FSQueue,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.policies,DominantResourceFairnessPolicy.DominantResourceFairnessComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fifo,TestFifoScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fifo,FifoScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 50
hadoop,org.apache.hadoop.yarn.server.resourcemanager.applicationsmanager,TestAMRMRPCNodeUpdates,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.resourcemanager.applicationsmanager,TestAMRestart,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.applicationsmanager,MockAsm.ApplicationBase,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.applicationsmanager,TestAMRMRPCResponseId,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmcontainer,TestRMContainerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmcontainer,RMContainerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.resource,Priority.Comparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.resourcetracker,TestNMReconnect,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.server.resourcemanager.resourcetracker,TestNMExpiry,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.resourcetracker,TestRMNMRPCResponseId,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.AddNodeTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.ReconnectNodeTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.CleanUpAppTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.CleanUpContainerTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.DeactivateNodeTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.StatusUpdateWhenHealthyTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmnode,RMNodeImpl.StatusUpdateWhenUnHealthyTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp.dao,AppInfo,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.common.fica,FiCaSchedulerApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.common.fica,FiCaSchedulerNode,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.amlauncher,AMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 29
