Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
hadoop,org.apache.hadoop.mapreduce,TestMapperReducerCleanup.TrackingRecordWriter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestLocalRunner,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce,TestLocalRunner.SequenceMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestTaskContext,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce,TestValueIterReset,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce,TestValueIterReset.TestMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestValueIterReset.TestReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MiniHadoopClusterManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce,TestYarnClientProtocolProvider,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce,TestMRJobClient,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.FillWritable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.KeyWritable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.ValWritable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.VariableComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.SpillReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.FakeSplit,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.RecordFactory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.FixedRecordFactory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.FakeIF,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.StepFactory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestMapCollection.RandomFactory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,GenericMRLoadGenerator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: MAP_PRESERVE_PERCENT (54); REDUCE_PRESERVE_PERCENT (56); INDIRECT_INPUT_FORMAT (58); INDIRECT_INPUT_FILE (60)
hadoop,org.apache.hadoop.mapreduce,GenericMRLoadGenerator,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.mapreduce,GenericMRLoadGenerator.SampleMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,GenericMRLoadGenerator.SampleReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.DataCopyMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.DataCopyReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.FailMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.KillMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.IncomparableKey,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.FakeSplit,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.Fake_IF,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,MapReduceTestUtil.Fake_RR,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,FailJob,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FAIL_MAP (48); FAIL_REDUCE (49)
hadoop,org.apache.hadoop.mapreduce,FailJob,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce,FailJob.FailMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,FailJob.FailReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestNoJobSetupCleanup,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce,TestNoJobSetupCleanup.MyOutputFormat,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestNewCombinerGrouping.Map,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestNewCombinerGrouping.Reduce,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestNewCombinerGrouping.Combiner,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,TestNewCombinerGrouping.GroupComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,SleepJob,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: MAP_SLEEP_COUNT (45); REDUCE_SLEEP_COUNT (46); MAP_SLEEP_TIME (48); REDUCE_SLEEP_TIME (49)
hadoop,org.apache.hadoop.mapreduce,SleepJob,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce,SleepJob.SleepJobPartitioner,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,SleepJob.EmptySplit,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,SleepJob.SleepInputFormat,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,SleepJob.SleepMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,SleepJob.SleepReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce,RandomTextWriter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce,RandomWriter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.mapreduce,TestMapReduce,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.v2.security,MRDelegationTokenRenewer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.v2.api,MRDelegationTokenIdentifier.Renewer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.v2.api,MRClientProtocol,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.v2.api.impl.pb.service,MRClientProtocolPBServiceImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 29
hadoop,org.apache.hadoop.mapreduce.v2.api.impl.pb.client,MRClientProtocolPBClientImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.mapreduce.v2.api.records.impl.pb,TaskReportPBImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.v2.api.records.impl.pb,TaskAttemptReportPBImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServicesAttempts,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServicesAcls,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServicesJobConf,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServicesTasks,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHSWebApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestBlocks,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 38
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServicesJobs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,TestHsWebServicesJobsQuery,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,HsJobBlock,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.v2.hs.webapp,HsWebServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.mapred.lib.db,TestDBInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapred.lib.db,DBInputFormat.NullDBWritable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.split,TestJobSplitWriter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.split,JobSplit.SplitMetaInfo,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.split,JobSplit.TaskSplitMetaInfo,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.split,JobSplit.TaskSplitIndex,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.split,SplitMetaInfoReader,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.split,JobSplitWriter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.tools,CLI,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: headerPattern (600); dataPattern (602)
hadoop,org.apache.hadoop.mapreduce.tools,CLI,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.mapreduce.security,TestTokenCache,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.security,TokenCache,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.security,CredentialsTestJob,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.security,CredentialsTestJob.CredentialsTestMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.security,CredentialsTestJob.CredentialsTestReducer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.security,TestBinaryTokenFile,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.security,TestJHSSecurity,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.mapreduce.security,TestMRCredentials,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.security,TestUmbilicalProtocolWithJobToken,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce.filecache,TestClientDistributedCacheManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.filecache,ClientDistributedCacheManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.task.reduce,TestFetcher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.mapreduce.task.reduce,TestFetcher.FakeFetcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.task.reduce,TestMerger,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
hadoop,org.apache.hadoop.mapreduce.task.reduce,TestShuffleScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.task.reduce,TestMergeManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.task.reduce,MergeManagerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
hadoop,org.apache.hadoop.mapreduce.task.reduce,OnDiskMapOutput,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.task.reduce,ShuffleSchedulerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce.task.reduce,Shuffle,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.mapreduce.task.reduce,Shuffle.ShuffleError,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.task.reduce,MapOutput.MapOutputComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.task.reduce,LocalFetcher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.task.reduce,Fetcher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.mapreduce.task.reduce,MapHost.State,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.task.reduce,InMemoryMapOutput,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce.lib.input,MultipleInputs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.input,NLineInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce.lib.input,DelegatingInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.lib.input,SequenceFileInputFilter.FilterBase,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,SequenceFileInputFilter.RegexFilter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,SequenceFileInputFilter.PercentFilter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,SequenceFileInputFilter.MD5Filter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,CombineFileInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.lib.input,TaggedInputSplit,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.input,LineRecordReader,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.mapreduce.lib.input,SequenceFileInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.input,SequenceFileAsBinaryInputFormat.SequenceFileAsBinaryRecordReader,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,FileInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.lib.input,FileInputFormat.Counter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,CombineFileRecordReaderWrapper,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.input,FixedLengthRecordReader,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.lib.input,TestCombineFileInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.mapreduce.lib.input,TestCombineFileInputFormat.MissingBlockFileSystem,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.input,TestMRSequenceFileAsTextInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.lib.input,TestLineRecordReaderJobs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.lib.input,TestCombineTextInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.mapreduce.lib.input,TestMRSequenceFileInputFilter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.input,TestFixedLengthInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.mapreduce.lib.input,TestMRSequenceFileAsBinaryInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.input,TestCombineSequenceFileInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.mapreduce.lib.input,TestMultipleInputs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.lib.input,TestMRKeyValueTextInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.lib.input,TestMRCJCFileInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.lib.input,TestDelegatingInputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.lib.output,TestFileOutputCommitter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.mapreduce.lib.output,TestFileOutputCommitter.FakeFileSystem,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TestPreemptableFileOutputCommitter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.lib.output,SequenceFileOutputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.mapreduce.lib.output,SequenceFileAsBinaryOutputFormat,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: KEY_CLASS (45); VALUE_CLASS (46)
hadoop,org.apache.hadoop.mapreduce.lib.output,SequenceFileAsBinaryOutputFormat.WritableValueBytes,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TextOutputFormat,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: SEPERATOR (45)
hadoop,org.apache.hadoop.mapreduce.lib.output,LazyOutputFormat,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: OUTPUT_FORMAT (43)
hadoop,org.apache.hadoop.mapreduce.lib.output,FileOutputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.mapreduce.lib.output,FileOutputFormat.Counter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,FileOutputCommitter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.output,MapFileOutputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.mapreduce.lib.output,FilterOutputFormat.FilterRecordWriter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRMultipleOutputs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRMultipleOutputs.MOMap,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRMultipleOutputs.MOReduce,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRMultipleOutputs.MOJavaSerDeMap,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRMultipleOutputs.MOJavaSerDeReduce,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.output,TestJobOutputCommitter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRSequenceFileAsBinaryOutputFormat,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRCJCFileOutputCommitter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce.lib.output,TestMRCJCFileOutputCommitter.FakeFileSystem,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.jobcontrol,JobControl.ThreadState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.jobcontrol,ControlledJob.State,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.jobcontrol,TestMapReduceJobControl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.mapreduce.lib.db,TestDbClasses,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.mapreduce.lib.db,DBInputFormat.NullDBWritable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.db,DBInputFormat.DBInputSplit,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.db,DataDrivenDBInputFormat.DataDrivenDBInputSplit,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.db,TestDataDrivenDBInputFormat.DateCol,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.db,TestDataDrivenDBInputFormat.ValMapper,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.partition,InputSampler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.mapreduce.lib.partition,InputSampler.SplitSampler,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.partition,InputSampler.RandomSampler,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.partition,InputSampler.IntervalSampler,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.mapreduce.lib.partition,KeyFieldBasedComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: COMPARATOR_OPTIONS (56)
hadoop,org.apache.hadoop.mapreduce.lib.partition,TotalOrderPartitioner,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.mapreduce.lib.partition,KeyFieldBasedPartitioner,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PARTITIONER_OPTIONS (56)
