Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 3,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 3,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 3,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 100,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 100,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 3,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 100,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 100,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 3,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 10,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 10,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 4,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 3,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 10,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 10,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 9,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,testTwoLevelWithUserMetrics,Magic Number,The method contains a magic number: 2,201
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,checkApps,Long Parameter List,The method has 8 parameters. ,338
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,TestQueueMetrics,checkResources,Long Parameter List,The method has 14 parameters. ,349
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerAppUtils,isBlacklisted,Long Statement,The length of the statement "LOG.debug("Skipping 'host' " + node.getNodeName() + " for "+ application.getApplicationId()+ " since it has been blacklisted");" is 127.,25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerAppUtils,isBlacklisted,Long Statement,The length of the statement "LOG.debug("Skipping 'rack' " + node.getRackName() + " for "+ application.getApplicationId()+ " since it has been blacklisted");" is 127.,25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,Allocation,Allocation,Long Parameter List,The method has 5 parameters. ,47
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,YarnScheduler,allocate,Long Parameter List,The method has 5 parameters. ,95
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,QueueMetrics,Long Parameter List,The method has 5 parameters. ,95
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,forQueue,Long Parameter List,The method has 5 parameters. ,143
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,getUserMetrics,Long Statement,The length of the statement "metricsSystem.register(sourceName(queueName).append("`user=").append(userName).toString()`"Metrics for user '" + userName + "' in queue '"+ queueName+ "'"`metrics.tag(QUEUE_INFO`queueName).tag(USER_INFO`userName));" is 214.,166
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,buildBuckets,Long Statement,The length of the statement "ArrayList<Integer> buckets=parseInts(conf.get(YarnConfiguration.RM_METRICS_RUNTIME_BUCKETS`YarnConfiguration.DEFAULT_RM_METRICS_RUNTIME_BUCKETS));" is 146.,190
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,buildBuckets,Magic Number,The method contains a magic number: 1000L,190
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,QueueMetrics,buildBuckets,Magic Number,The method contains a magic number: 60,190
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerApplicationAttempt,SchedulerApplicationAttempt,Long Parameter List,The method has 5 parameters. ,99
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerApplicationAttempt,reserve,Long Statement,The length of the statement "rmContainer=new RMContainerImpl(container`getApplicationAttemptId()`node.getNodeID()`appSchedulingInfo.getUser()`rmContext);" is 124.,230
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerApplicationAttempt,reserve,Long Statement,The length of the statement "LOG.info("Application " + getApplicationId() + " reserved container "+ rmContainer+ " on node "+ node+ "` currently has "+ reservedContainers.size()+ " at priority "+ priority+ "; currentReservation "+ currentReservation.getMemory());" is 234.,230
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerApplicationAttempt,showRequests,Long Statement,The length of the statement "LOG.debug("showRequests:" + " application=" + getApplicationId() + " headRoom="+ getHeadroom()+ " currentConsumption="+ currentConsumption.getMemory());" is 152.,321
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerApplicationAttempt,getResourceUsageReport,Long Statement,The length of the statement "return ApplicationResourceUsageReport.newInstance(liveContainers.size()`reservedContainers.size()`Resources.clone(currentConsumption)`Resources.clone(currentReservation)`Resources.add(currentConsumption`currentReservation));" is 224.,402
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,normalizeRequests,Long Parameter List,The method has 5 parameters. ,116
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,normalizeRequest,Long Parameter List,The method has 5 parameters. ,133
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,normalizeRequest,Long Statement,The length of the statement "Resource normalized=Resources.normalize(resourceCalculator`ask.getCapability()`minimumResource`maximumResource`minimumResource);" is 128.,133
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,updateResourceIfChanged,Long Statement,The length of the statement "log.info("Resource change on node: " + rmNode.getNodeAddress() + " with delta: CPU: "+ deltaResource.getMemory()+ "core` Memory: "+ deltaResource.getMemory()+ "MB");" is 165.,150
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,normalizeRequests,Long Parameter List,The method has 6 parameters. ,181
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,normalizeRequest,Long Parameter List,The method has 6 parameters. ,199
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,normalizeRequest,Long Statement,The length of the statement "Resource normalized=Resources.normalize(resourceCalculator`ask.getCapability()`minimumResource`maximumResource`incrementResource);" is 130.,199
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,validateResourceRequest,Long Statement,The length of the statement "throw new InvalidResourceRequestException("Invalid resource request" + "` requested memory < 0" + "` or requested memory > max configured"+ "` requestedMemory=" + resReq.getCapability().getMemory() + "` maxMemory="+ maximumResource.getMemory());" is 245.,217
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,validateResourceRequest,Long Statement,The length of the statement "if (resReq.getCapability().getVirtualCores() < 0 || resReq.getCapability().getVirtualCores() > maximumResource.getVirtualCores()) {" is 131.,217
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,SchedulerUtils,validateResourceRequest,Long Statement,The length of the statement "throw new InvalidResourceRequestException("Invalid resource request" + "` requested virtual cores < 0" + "` or requested virtual cores > max configured"+ "` requestedVirtualCores=" + resReq.getCapability().getVirtualCores() + "` maxVirtualCores="+ maximumResource.getVirtualCores());" is 283.,217
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,updateResourceRequests,Complex Method,Cyclomatic complexity of the method is 9,115
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,updateResourceRequests,Long Statement,The length of the statement "metrics.incrPendingResources(user`request.getNumContainers() - lastRequestContainers`Resources.subtractFrom(Resources.multiply(request.getCapability()`request.getNumContainers())`Resources.multiply(lastRequestCapability`lastRequestContainers)));" is 245.,115
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,allocate,Long Parameter List,The method has 5 parameters. ,234
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,allocate,Long Statement,The length of the statement "LOG.debug("allocate: applicationId=" + applicationId + " container="+ container.getId()+ " host="+ container.getNodeId().toString());" is 133.,368
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler,AppSchedulingInfo,stop,Long Statement,The length of the statement "metrics.decrPendingResources(user`request.getNumContainers()`Resources.multiply(request.getCapability()`request.getNumContainers()));" is 133.,382
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacitySchedulerQueueACLs,createConfiguration,Magic Number,The method contains a magic number: 50f,30
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestCapacitySchedulerQueueACLs,createConfiguration,Magic Number,The method contains a magic number: 50f,30
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils,getMockRMContext,Long Statement,The length of the statement "RMContext rmContext=new RMContextImpl(nullDispatcher`cae`null`null`null`new AMRMTokenSecretManager(conf)`new RMContainerTokenSecretManager(conf)`new NMTokenSecretManagerInRM(conf)`new ClientToAMTokenSecretManagerInRM()`writer);" is 227.,59
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestUtils,createResourceRequest,Long Parameter List,The method has 6 parameters. ,121
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 16,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 32,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 10,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 16,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 10,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 32,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 100,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 25,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 10,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setUp,Magic Number,The method contains a magic number: 2,69
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setupQueueConfiguration,Magic Number,The method contains a magic number: 10,121
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,setupQueueConfiguration,Magic Number,The method contains a magic number: 90,121
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Identifier,The length of the identifier expectedMaxActiveAppsUsingAbsCap is 32.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "LOG.info("Queue 'A' -" + " maxActiveApplications=" + queue.getMaximumActiveApplications() + " maxActiveApplicationsPerUser="+ queue.getMaximumActiveApplicationsPerUser());" is 171.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "int expectedMaxActiveApps=Math.max(1`(int)Math.ceil(((float)clusterResource.getMemory() / (1 * GB)) * csConf.getMaximumApplicationMasterResourcePerQueuePercent(queue.getQueuePath()) * queue.getAbsoluteMaximumCapacity()));" is 221.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "int expectedMaxActiveAppsUsingAbsCap=Math.max(1`(int)Math.ceil(((float)clusterResource.getMemory() / (1 * GB)) * csConf.getMaximumApplicationMasterResourcePercent() * queue.getAbsoluteCapacity()));" is 197.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "assertEquals((int)Math.ceil(expectedMaxActiveAppsUsingAbsCap * (queue.getUserLimit() / 100.0f) * queue.getUserLimitFactor())`queue.getMaximumActiveApplicationsPerUser());" is 170.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "expectedMaxActiveApps=Math.max(1`(int)Math.ceil(((float)clusterResource.getMemory() / (1 * GB)) * csConf.getMaximumApplicationMasterResourcePerQueuePercent(queue.getQueuePath()) * queue.getAbsoluteMaximumCapacity()));" is 217.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "expectedMaxActiveAppsUsingAbsCap=Math.max(1`(int)Math.ceil(((float)clusterResource.getMemory() / (1 * GB)) * csConf.getMaximumApplicationMasterResourcePercent() * queue.getAbsoluteCapacity()));" is 193.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "assertEquals((int)Math.ceil(expectedMaxActiveAppsUsingAbsCap * (queue.getUserLimit() / 100.0f) * queue.getUserLimitFactor())`queue.getMaximumActiveApplicationsPerUser());" is 170.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "int expectedMaxApps=(int)(CapacitySchedulerConfiguration.DEFAULT_MAXIMUM_SYSTEM_APPLICATIIONS * queue.getAbsoluteCapacity());" is 125.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "assertEquals((long)CapacitySchedulerConfiguration.DEFAULT_MAXIMUM_APPLICATIONMASTERS_RESOURCE_PERCENT`(long)csConf.getMaximumApplicationMasterResourcePerQueuePercent(queue.getQueuePath()));" is 189.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Long Statement,The length of the statement "expectedMaxActiveApps=Math.max(1`(int)Math.ceil(((float)clusterResource.getMemory() / (1 * GB)) * csConf.getMaximumApplicationMasterResourcePerQueuePercent(queue.getQueuePath()) * queue.getAbsoluteMaximumCapacity()));" is 217.,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 16,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 16,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 16,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 16,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100.0f,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 120,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 16,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100.0f,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100.0f,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 0.5f,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 16,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 0.5,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 9999,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 9999,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 9999,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 9999,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testLimitsComputation,Magic Number,The method contains a magic number: 100.0f,146
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 3,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 3,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 3,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 3,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveApplicationLimits,Magic Number,The method contains a magic number: 2,299
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testActiveLimitsWithKilledApps,Magic Number,The method contains a magic number: 2,377
hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity,TestApplicationLimits,testHeadroom,Long Statement,The length of the statement "FiCaSchedulerApp app_0_0=spy(new FiCaSchedulerApp(appAttemptId_0_0`user_0`queue`queue.getActiveUsersManager()`rmContext));" is 122.,458
