Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,releaseAssignedContainer,5,1,1,482,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,getAvailableResources,3,1,0,490,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,getClusterNodeCount,3,1,0,495,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,getMatchingRequests,25,6,3,500,0,org.apache.hadoop.yarn.client.api.impl.AMRMClientImpl,org.apache.hadoop.yarn.client.api.impl.AMRMClientImpl
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,resolveRacks,15,4,1,544,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,checkLocalityRelaxationConflict,15,5,3,562,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,checkNodeLabelExpression,12,4,1,591,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,addResourceRequestToAsk,6,2,1,622,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,addResourceRequest,31,8,6,639,0,org.apache.hadoop.yarn.client.api.impl.AMRMClientImpl,org.apache.hadoop.yarn.client.api.impl.AMRMClientImpl
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,decResourceRequest,38,11,4,692,0,org.apache.hadoop.yarn.client.api.impl.AMRMClientImpl,org.apache.hadoop.yarn.client.api.impl.AMRMClientImpl
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,updateBlacklist,15,4,2,759,0,,
hadoop,org.apache.hadoop.yarn.client.api.impl,AMRMClientImpl,updateAMRMToken,6,1,1,788,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,initNodeLabelStore,21,1,1,38,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,recover,2,1,0,42,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,removeClusterNodeLabels,3,1,1,46,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,updateNodeToLabelsMappings,3,1,1,52,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,storeNewClusterNodeLabels,3,1,1,58,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,updateNodeLabels,3,1,1,63,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,close,2,1,0,69,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,initDispatcher,3,1,1,76,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,startDispatcher,2,1,0,81,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,stopDispatcher,2,1,0,86,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,DummyCommonNodeLabelsManager,serviceStop,3,1,0,91,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestFileSystemNodeLabelsStore,getStore,3,1,0,59,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestFileSystemNodeLabelsStore,before,12,1,0,63,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestFileSystemNodeLabelsStore,after,4,1,0,78,0,org.apache.hadoop.yarn.nodelabels.TestFileSystemNodeLabelsStore,org.apache.hadoop.yarn.nodelabels.TestFileSystemNodeLabelsStore
hadoop,org.apache.hadoop.yarn.nodelabels,TestFileSystemNodeLabelsStore,testRecoverWithMirror,24,1,0,84,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestFileSystemNodeLabelsStore,testEditlogRecover,17,1,0,147,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestFileSystemNodeLabelsStore,testSerilizationAfterRecovery,38,1,0,191,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,assertMapEquals,7,2,2,35,0,org.apache.hadoop.yarn.nodelabels.NodeLabelTestBase,org.apache.hadoop.yarn.nodelabels.NodeLabelTestBase
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,assertLabelsToNodesEquals,10,2,2,44,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,transposeNodeToLabels,16,4,1,56,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,assertMapContains,6,2,2,75,0,org.apache.hadoop.yarn.nodelabels.NodeLabelTestBase,org.apache.hadoop.yarn.nodelabels.NodeLabelTestBase
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,assertCollectionEquals,6,1,2,83,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,toSet,4,1,1,91,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelTestBase,toNodeId,10,2,1,96,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,before,7,1,0,47,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,after,3,1,0,56,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testAddRemovelabel,24,2,0,61,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testAddlabelWithCase,5,1,0,100,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testAddInvalidlabel,68,1,0,108,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testAddReplaceRemoveLabelsOnNodes,35,1,0,178,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testRemovelabelWithNodes,13,1,0,250,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testTrimLabelsWhenAddRemoveNodeLabels,6,1,0,268,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testTrimLabelsWhenModifyLabelsOnNodes,9,1,0,276,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testReplaceLabelsOnHostsShouldUpdateNodesBelongTo,10,1,0,291,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,assertNodeLabelsDisabledErrorMessage,3,1,1,317,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testNodeLabelsDisabled,54,1,0,322,0,org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testLabelsToNodes,24,1,0,392,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testLabelsToNodesForSelectedLabels,21,1,0,453,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testNoMoreThanOneLabelExistedInOneHost,27,1,0,509,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,TestCommonNodeLabelsManager,testUpdateNodeLabels,17,1,0,542,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,NodeLabelsStore,3,1,1,36,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,updateNodeToLabelsMappings,0,1,1,40,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,storeNewClusterNodeLabels,0,1,1,46,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,removeClusterNodeLabels,0,1,1,52,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,updateNodeLabels,0,1,1,58,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,recover,0,1,0,64,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,init,2,1,1,69,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,NodeLabelsStore,getNodeLabelsManager,3,1,0,71,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,FileSystemNodeLabelsStore,3,1,1,58,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,getDefaultFSNodeLabelsRootDir,3,1,0,77,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,init,5,1,1,84,0,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,close,9,1,0,96,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,setFileSystem,10,2,1,106,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,ensureAppendEditlogFile,3,1,0,122,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,ensureCloseEditlogFile,3,1,0,126,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,updateNodeToLabelsMappings,6,1,1,130,0,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,storeNewClusterNodeLabels,6,1,1,140,0,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,removeClusterNodeLabels,6,1,1,150,0,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,updateNodeLabels,6,1,1,160,0,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore,org.apache.hadoop.yarn.nodelabels.FileSystemNodeLabelsStore
hadoop,org.apache.hadoop.yarn.nodelabels,FileSystemNodeLabelsStore,recover,68,11,0,170,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,RMNodeLabel,3,1,1,35,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,RMNodeLabel,6,1,3,39,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,addNodeId,3,1,1,46,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,removeNodeId,3,1,1,50,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,getAssociatedNodeIds,3,1,0,54,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,addNode,4,1,1,58,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,removeNode,4,1,1,63,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,getResource,3,1,0,68,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,getNumActiveNMs,3,1,0,72,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,getLabelName,3,1,0,76,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,setIsExclusive,3,1,1,80,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,getIsExclusive,3,1,0,84,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,getCopy,3,1,0,88,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,compareTo,9,3,1,92,0,org.apache.hadoop.yarn.nodelabels.RMNodeLabel,org.apache.hadoop.yarn.nodelabels.RMNodeLabel
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,equals,7,2,1,105,0,org.apache.hadoop.yarn.nodelabels.RMNodeLabel,org.apache.hadoop.yarn.nodelabels.RMNodeLabel
hadoop,org.apache.hadoop.yarn.nodelabels,RMNodeLabel,hashCode,4,1,0,116,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,handleStoreEvent,22,5,1,168,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,CommonNodeLabelsManager,6,1,0,202,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,initDispatcher,6,1,1,210,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,serviceInit,7,2,1,218,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,initNodeLabelStore,5,1,1,231,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,startDispatcher,4,1,0,238,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,serviceStart,7,2,0,244,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,stopDispatcher,6,2,0,259,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,serviceStop,6,2,0,266,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,addToCluserNodeLabels,24,7,1,277,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,checkAddLabelsToNode,24,6,1,316,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,addLabelsToNode,9,2,1,357,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,checkRemoveFromClusterNodeLabels,14,5,1,373,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,internalRemoveFromClusterNodeLabels,20,7,1,395,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,removeFromClusterNodeLabels,9,2,1,425,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,checkRemoveLabelsFromNode,41,9,1,446,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,addNodeToLabels,5,2,2,505,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,removeNodeFromLabels,5,2,2,511,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,replaceNodeForLabels,6,2,3,517,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,internalUpdateLabelsOnNodes,81,19,2,525,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,removeLabelsFromNode,9,2,1,626,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,checkReplaceLabelsOnNode,20,5,1,648,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,replaceLabelsOnNode,9,2,1,681,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getNodeLabels,24,5,0,701,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getLabelsToNodes,9,1,0,732,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getLabelsToNodes,25,5,1,746,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getClusterNodeLabels,11,1,0,778,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,checkUpdateNodeLabels,9,3,1,794,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,updateNodeLabels,16,3,1,809,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,isExclusiveNodeLabel,15,2,1,830,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,checkAndThrowLabelName,10,3,1,848,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,normalizeLabel,6,2,1,864,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,normalizeLabels,7,2,1,871,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getNMInNodeSet,3,1,1,879,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getNMInNodeSet,3,1,2,883,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getNMInNodeSet,14,4,3,887,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getLabelsByNode,3,1,1,903,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,getLabelsByNode,13,3,2,907,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,createNodeIfNonExisted,10,3,1,920,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,createHostIfNonExisted,7,2,1,931,0,,
hadoop,org.apache.hadoop.yarn.nodelabels,CommonNodeLabelsManager,normalizeNodeIdToLabels,9,2,1,939,0,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,compare,24,6,3,49,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,getResourceAsValue,3,1,3,76,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,computeAvailableContainers,3,1,2,98,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,divide,3,1,3,105,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,isInvalidDivisor,6,2,1,113,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,ratio,3,1,2,121,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,divideAndCeil,3,1,2,129,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,normalize,5,1,4,137,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,roundUp,3,1,2,154,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,roundDown,3,1,2,162,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,multiplyAndNormalizeUp,3,1,3,170,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DominantResourceCalculator,multiplyAndNormalizeDown,3,1,3,182,0,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator,org.apache.hadoop.yarn.util.resource.DominantResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,compare,3,1,3,28,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,computeAvailableContainers,3,1,2,34,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,divide,3,1,3,40,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,isInvalidDivisor,6,2,1,46,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,ratio,3,1,2,53,0,,
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,divideAndCeil,3,1,2,58,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,normalize,4,1,4,64,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,normalize,3,1,3,75,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,roundUp,3,1,2,81,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,roundDown,3,1,2,88,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,multiplyAndNormalizeUp,3,1,3,94,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,DefaultResourceCalculator,multiplyAndNormalizeDown,3,1,3,102,0,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator,org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,compare,0,1,3,31,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,divideAndCeil,6,2,2,34,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,roundUp,3,1,2,41,0,org.apache.hadoop.yarn.util.resource.ResourceCalculator,org.apache.hadoop.yarn.util.resource.ResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,roundDown,3,1,2,45,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,computeAvailableContainers,0,1,2,49,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,multiplyAndNormalizeUp,0,1,3,60,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,multiplyAndNormalizeDown,0,1,3,72,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,normalize,3,1,3,84,0,org.apache.hadoop.yarn.util.resource.ResourceCalculator,org.apache.hadoop.yarn.util.resource.ResourceCalculator
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,normalize,0,1,4,99,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,roundUp,0,1,2,115,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,roundDown,0,1,2,124,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,divide,0,1,3,133,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,isInvalidDivisor,0,1,1,147,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,ratio,0,1,2,156,0,,
hadoop,org.apache.hadoop.yarn.util.resource,ResourceCalculator,divideAndCeil,0,1,2,165,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,getMemory,3,1,0,33,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,setMemory,3,1,1,38,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,getVirtualCores,3,1,0,43,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,setVirtualCores,3,1,1,48,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,compareTo,7,2,1,53,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,getMemory,3,1,0,66,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,setMemory,3,1,1,71,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,getVirtualCores,3,1,0,76,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,setVirtualCores,3,1,1,81,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,compareTo,7,2,1,86,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,createResource,3,1,1,97,0,org.apache.hadoop.yarn.util.resource.Resources,org.apache.hadoop.yarn.util.resource.Resources
hadoop,org.apache.hadoop.yarn.util.resource,Resources,createResource,6,1,2,101,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,none,3,1,0,108,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,unbounded,3,1,0,112,0,,
hadoop,org.apache.hadoop.yarn.util.resource,Resources,clone,3,1,1,116,0,org.apache.hadoop.yarn.util.resource.Resources,org.apache.hadoop.yarn.util.resource.Resources
hadoop,org.apache.hadoop.yarn.util.resource,Resources,addTo,5,1,2,120,0,,
